"Prod_Id","Prod_Descripcion","Prod_ProvId"
"5332","TOPO1 - DIFUSOR CHAPA VIDRIO G9","27"
"5333","TOPO2 - DIFUSOR CHAPA VIDRIO G9","27"
"5334","LUCHI - APLIQUE PARED TULIPA OPAL PLATIL E27","27"
"5335","BRI - LAMPARA DE PIE  E27","27"
"5336","BRI - LAMPARA DE PIE E27","27"
"5337","BRI - LAMPARA DE ESCRITORIO E27","27"
"5338","BRI - LAMPARA DE ESCRITORIO  E27","27"
"5339","YAN1 - BOCHA VIDRIO BASE REDONDA 1 LUZ G9","27"
"5340","YAN2 - BOCHA VIDRIO BASE OVAL 2 LUCES G9","27"
"5341","LUMINARIA CALLE TIPO PERITA SIN BRAZO","86"
"5342","TERMICA MOELLER 1/2 MODULO BIPOLAR","67"
"5343","DISYUNTOR SUPERINMU SENSI 30MA BIPOLAR","67"
"5344","PANTALLA 20X50X30 TELA BORDADA PEGADA","73"
"5345","PANTALLA  20X50X30 MADRAS PEGADA","73"
"5346","DIFUSOR CONICO PLASTIFICADO PEGADO 24X12X25","73"
"5347","DIFUSOR CONICO PLASTIFICADO PEGADO 24X12X25","73"
"5348","COLGANTE 40X40X25 TELA BORDADA PEGADA","73"
"5349","COLGANTE 40X40X25 TELA CUADROS PEGADA","73"
"5350","COLGANTE 40X40X25  MADRAS PEGADA","73"
"5351","COLGANTE 35X35X20 LINO PEGADA C/TAPA CIRC.","73"
"5352","COLGANTE OVAL TELA HOJITAS COSIDAS","73"
"5353","PANTALLA 9X20X14 CONICA PLASTIFICADA PEGADA","73"
"5354","PANTALLA 9X20X14 CONICA LINO COLOR PEGADA","73"
"5355","PANTALLA 9X25X15 CONICA PLASTIFICADA PEGADA","73"
"5356","PANTALLA 9X25X15 CONICA LINO COLOR PEGADA","73"
"5357","PANTALLA 9X25X15 CONICA TELA BORDADA PEGADA","73"
"5358","TULIPA  ROCHESTER OPAL","48"
"5359","TULIPA ROCHESTER OPAL","48"
"5360","TC2002 TUBO CHICO OPAL","48"
"5361","TULIPA EXAGONAL TTE SATINADO","48"
"5362","TULIPA RAYE SATINADA","48"
"5363","TULIPA POLLERITA TTE SATINADA","48"
"5364","CMET CRUZETAS DE METAL","48"
"5365","PPV PUENTE PASACABLE PARA VELADOR","48"
"5366","TULIPA RAYE SATINADA","48"
"5367","AZOR PLAFON CUADRADO 12 CM","18"
"5368","HERRAMIENTA CRIQUET P/PUNT TUBU 0,5 LY-04WF","61"
"5369","PANTALLA  8X16X15 CUADRADA","19"
"5370","ROKER CABLECANAL 40 X 30 S/ADH S/TABIQUE","92"
"5371","ROKER UNION PLANA 100X50M ACC CABLE CANAL","92"
"5372","PUNTERA PLANA ACC. P/CABLECANAL 100X50","92"
"5373","VENTILADOR DE TECHO ECO METALICO","77"
"5374","UNION T ASC/DESC. 200MM ESP. 07","16"
"5375","UNION T VERT. DESCENDENTE  200MM","16"
"5376","CURVA VERTICAL ARTICULADA 200MM","16"
"5377","TAPA PARA BANDEJA RECTO 150 MM ESP 07","16"
"5378","BANDEJA T RECTO 200MM ESPESOR 0,7 ALA 0.50","16"
"5379","MENSULA LIVIANA ANCHO  ESP 3.2","16"
"5380","BANDEJA T RECTO 100 MM ESP 07 ALA 0.50","16"
"5381","BOBACHAS PLASTICAS PLATEADAS","70"
"5382","SEÑALIZADOR DE SALIDA ESCALERA","81"
"5383","SEÑALIZADOR DE SALIDA PUERTA DERECHA-IZQUIERDA","81"
"5384","TRANSFORMADOR DE 220/110 1000W 2 TOMAS CON CABLE","101"
"5385","BIDIRECCIONAL CURVO C/DOBLE LUCERA 2XGU10 NEGRO","1"
"5386","VELADOR MADERA MUÑECOS SURTIDOS C/PANTALLA","48"
"5387","CM32 CAMPANA MURANO DE 32 CM","48"
"5388","CS32TS CAMPANA TTE SAT. DE 32 CM","48"
"5389","REDUCCION 3/8 A 1/2 DE BRONCE","48"
"5390","TULIPA SPOT CALADA SATINADA","48"
"5391","PUNTA TESTER BANANA ROJO","52"
"5392","BARRA PARA PISTOLA PEGAR CHICA","85"
"5393","FICHA CONECTOR M FINO ROSCA /H GRUESO","52"
"5394","PIN GR MACHO/PIN FINO MACHO","85"
"5395","CANALIZADOR DE PISOS 75X17  X 1METRO","92"
"5396","VELA CLARA HALO ECO E27 42W","40"
"5397","VELA MATE HALO ECO 42 W E27","40"
"5398","ANTEOJOS DE SEGURIDAD TRANSP.","89"
"5399","950-C STAR COLGANTE OPAL SATI CONICO","27"
"5400","PERISCOPIO 6 BASTIDORES","43"
"5401","VELADOR BASE CUADRADA C/PANT. CIRC.","31"
"5402","LUZ SICA EMERGENCIA 35 LEDS","108"
"5403","LUZ SICA EMERGENCIA 60 LEDS","108"
"5404","UNICO/G FAROL PARED GRANDE","49"
"5405","UNICO/R APLIQUE PARED","49"
"5406","CINTA DE ENMASCARAR X 50","89"
"5407","132SB - PROYECTOR MERCURIO HALOGENADO 70 W","93"
"5408","FAROL 9368C  MEDIA PARED GRANDE","49"
"5409","GRAMPA DE SUSPENSION 3.2 A 200","16"
"5410","ZOCALO ( D62 ) PORTA TUBO","71"
"5411","PORTALAMPARA 3 PIEZAS NEGRO","71"
"5412","FICHA HEMBRA TRIANGULO CON TOMA TIERRA","71"
"5413","TV JELUZ MODULO PASANTE - PIN FINO","57"
"5414","EMB. CUADRADO VIDRIO LISO BIPIN 20 W","18"
"5415","MECHA AC/RAP S/CORTA BRILLANTE 2.80 MM","89"
"5416","ARO CENTRAL MODENA 5 X 10 AZUL NOCHE","57"
"5417","MECHA AC/RAP S/CORTA BRILLANTE 3.5MM","89"
"5418","MECHA AC/RAP S/CORTA BRILLANTE 6.00 MM","89"
"5419","MECHA AC/RAP S/CORTA BRILLANTE 6.30 MM","89"
"5420","MECHA AC/RAP S/CORTA BRILLANTE 7.50 MM","89"
"5421","MECHA AC/RAP S/CORTA BRILLANTE 8.00 MM","89"
"5422","MECHA AC/RAP S/CORTA BRILLANTE 8.50 MM","89"
"5423","MECHA AC/RAP S/CORTA BRILLANTE 9.50 MM","89"
"5424","MECHA AC/RAP S/CORTA BRILLANTE 12.00 MM","89"
"5425","MECHA AC/RAP S/CORTA BRILLANTE 13.00 MM","89"
"5426","COLGANTE DE CHAPA PLANO E27 BLANCO","1"
"5427","EMBUTIDO CUADRADO GDE VIDRIO BOMBE","18"
"5428","COLGANTE BELL 30 CM","86"
"5429","SPORT PAR 16 FUND. ALUM. NEGRO ALUMAT","44"
"5430","APLIQUE DE PARED CORTO BASE PINTADA ACERO","44"
"5431","LAMPARA DE MESA ACERO  E27","44"
"5432","LAMPARA DE MESA VERDE C/LED BCO ACERO","44"
"5433","SPOT APLIQUE DE PARED AL PARA GU10","44"
"5434","APLIQUE PARED CORTO BASE CROMADA - ACERO","44"
"5435","APLIQUE CUADRADO 3"" E27 - NEGRO","44"
"5436","FAROLA 71/F C/ CLUMNA N","44"
"5437","FAROLA  C/ COLUMNA B","44"
"5438","FAROLA C/ DOBLE BRAZO+CAÑO P/ 2XE27","44"
"5439","FAROLA 2M E 27 VISOR LARGO - NEGRO","44"
"5440","FAROLA CUADRADA 3"" X 80CM E27 -","44"
"5441","FAROLA CUADRADA 4"" X 2M E27","44"
"5442","FAROLA PARA HALOLUX 220 V","44"
"5443","APLIQUE (AL) P/ E27 - NEGRO","44"
"5444","PINZA PRESION CROSS 5"" MORD CURVA","100"
"5445","SPOT DURA III C/ PORTALAMPARA GX5.3","7"
"5446","PROYECTOR PVC ALTO IMPACTO LED SMD 10W 220V LUZ Ca","1"
"5447","PROYECTOR PVC ALTO IMPACTO LED SMD 10W 220V LUZ FR","1"
"5448","PROYECTOR ALUMINIO LED COB 10W ALTA POTENCIA LUZ F","1"
"5449","PERISCOPIO P/4 BAST","43"
"5450","TULIPA RAYE  SATINADO","48"
"5451","TULIPA RAYE TTE. SATINADO","48"
"5452","TULIPA BASTON TTE. SATINADO","48"
"5453","VELADOR ECONOMICO ABRIL C/ PANT","48"
"5454","VELADOR PVC  C/PANTALLA","48"
"5455","TULIPA RAYE TTE. SATINADO","48"
"5456","MECHA DE WIDIA SERIE LARGA 10.00MM","89"
"5457","MECHA WIDIA SERIE LARGA 8.00 MM","89"
"5458","EMBUTIDO FLUORESCENTE 2G11 3X36W","18"
"5459","COLGANTE PANTALLA PEGA C/TAPA 40X40X15","73"
"5460","COLGANTE CIRCULAR PEGADAS C/TP BCA 40X40X15","73"
"5461","COLGANTE CUADRADA 32X32X20 BORDADA","73"
"5462","PANTALLA CIRCULAR 50X50X15 GABARDINA PEGADA","73"
"5463","COLGANTE 1/2 SATURNO X3 CIRC. 40X30X20","73"
"5464","PANTALLA 1/2 SATURNO X2 40X30X20","73"
"5465","CURVA PLANA 45º 200 MM ESPESOR 0,7","16"
"5466","BANDEJA T RECTO 50MM ESPESOR 0,7","16"
"5467","NIPLE GALVANIZADO 1/4","16"
"5468","REDUCCION P/BANDEJA ANCHO 200 MM ESP 07","16"
"5469","TERMINAL ACOMETIDA TAB 200 MM ESP 07","16"
"5470","GRAMPA PARA FIJACION DE TAPA","16"
"5471","CURVA Y DESVIO 45º 200 MM","16"
"5472","CURVA Y DESVIO 45º 100 MM","16"
"5473","UNION CRUZ 200 MM ESP 07","16"
"5474","UNION T 200MM ESPESOR 0,7","16"
"5475","CURVA VERTICAL ARTICULADA 100MM","16"
"5476","CURVA PLANA 90º 200 MM ESPESOR 0,7","16"
"5477","BULONERIA PARA ACCESORIO 2 X JUEGO","16"
"5478","UNION VERTICAL 90º 200 MM ESP 07","16"
"5479","UNION VERTICAL 90º 100 MM ESP 07","16"
"5480","TERMINAL ACOM. TAB 100 MM","16"
"5481","BRI - LAMPARA DE ESCRITORIO  E27","27"
"5482","YAN-4 PLAFON VIDRIO RECUB EN ALAMBRE","27"
"5483","GABINETE EXTERNO 600X750X225 FORARK","43"
"5484","TAPA BASTIDOR STANDARD 10X5 SPOT MARFIL","71"
"5485","TAPA BASTIDOR STANDARD 10X5 SPOT GRIS","71"
"5486","TAPA RECTANGULAR PARA BASTIDOR ROSA SPOT","71"
"5487","GRAMPA KALOP COAXIL C-6 X CAJA","202"
"5488","CAJA MONOFaSICA P/ MEDIDOR C/TAPA RM4","26"
"5489","CAJA TRIFaSICA P/MEDIDORES C/TAPA RT6","26"
"5490","PIPETA PLASTICA 1½ "" A 2"" CONECTAR","26"
"5491","CAJA P/TERMICA 4 POLOS","26"
"5492","PELACABLES FRONTAL 0.2 - 6 MM2 LY-6","61"
"5493","939601- TORTUGA ALUMIN. RED. C/REJA","53"
"5494","939601-TORTUGA DE ALUMINIO REDO C/REJA","53"
"5495","TORTUGA DE ALUMINIO OVAL C/REJA","53"
"5496","TORTUGA PLASTICO. REDONDA C/REJA","53"
"5497","940104-TORTUGA PLAS.OVAL C/REJA","53"
"5498","940104- TORTUGA PLAS.OVAL C/REJA","53"
"5499","940105-TORTUGA PLASTICO OVAL C/REJA","53"
"5500","TORTUGA CHAPA RED C/REJA","53"
"5501","940202-TORTUGA CHAPA RED. C/REJA","53"
"5502","940204-TORTUGA CHAPA OVAL CHICA C/REJA","53"
"5503","TORTUGA CHAPA OVAL CHICA C/REJA","53"
"5504","940208-TORTUGA CHAPA OVAL C/REJA","53"
"5505","940208-TORTUGA CHAPA OVAL GRAND C/REJA","53"
"5506","437/12 - SPOT 2 /TULIPA TUBO SATINADO","36"
"5507","SPOT 2 LUCES C/ TULIPA TUBO SATINADO","36"
"5508","ZAPATILLA TOP MULTINORMA 4 TOMAS + INTERRUPTOR LUJ","71"
"5509","SPOT 1 LUZ  C/TULIPA TUBO SATINADO","36"
"5510","VELADOR C/ CORDON","36"
"5511","TORTUGA CHAPA OVAL GDE P/ B.CONSUMO","36"
"5512","TRANSFORMADOR 12 V ELECTRONICO 60 W - A E - 004","35"
"5513","COLGANTE SUN MEDIANO","1"
"5514","LAMPARA GOTA LED 1.5W SATINA E27","1"
"5515","LAMPARA VELA LED 1.5 W SATINADA E14","1"
"5516","AR111 BAJO CONSUMO GU10","1"
"5517","AR111 BAJO CONSUMO GU10","1"
"5518","CINTA FLEXIBLE LEDS 3528 INTERIOR 5 MTS BLANCO FRI","1"
"5519","CINTA FLEXIBLE LEDS 3528 INTERIOR 5 MTS BLANCO CAL","1"
"5520","CINTA FLEXIBLE LEDS 3528 INTERIOR 5 MTS AZUL","1"
"5521","CINTA FLEXIBLE LEDS 3528 EXT  5 MTS BLANCO FRIO","1"
"5522","CINTA FLEXIBLE LEDS 3528 EXT  5 MTS BLANCO CALIDO","1"
"5523","CINTA FLEXIBLE LEDS 3528 EXT  5 MTS AZUL","1"
"5524","CONTROLADOR LEDS RGB 12V 3 X 2000 MA CONTROL REMOT","1"
"5525","CONTROLADOR LEDS RGB 12V 3 X 5000 MA PALETA DE COL","1"
"5526","EMBUTIDO CUADRADO LED 3X1W C/DRIVER 2","1"
"5527","GX53 LED 2.5W LUZ CALIDA","1"
"5528","PROYECTOR ALTO IMPACTO BAJO CONSUMO E27 2X32W","1"
"5529","FAROLA SOLAR LED CILINDRO EXTRA ALTO 700MM CRISTAL","1"
"5530","FAROLA SOLAR BUBBLES LED RGB","1"
"5531","GU10 18 LEDS 1.5W BLANCO CALIDO","1"
"5532","GU10 LED ALTA POTENCIA 6W (3X2W) BLANCO CALIDO","1"
"5533","PROYECTOR BAJO CONSUMO 2XE27 310X220 POLIC NEGRO(2","1"
"5534","TORTUGA POLIC. RECTANGULAR C/VISERA","1"
"5535","TORTUGA OVAL C/VISERA PC. DIAM. 300MM","18"
"5536","TORTUGA OVAL  PC. DIAM. 300MM","18"
"5537","TORTUGA RED. C/VISERA PC. DIAM 300MM","18"
"5538","TORTUGA REDONDA. PC. DIAM 300MM","18"
"5539","APLIQUE PARED NET G9","18"
"5540","APLIQUE PARED NET G9","18"
"5541","PROYECTOR ALUMINIO LED COB 10W AP LUZ CALIDA","1"
"5542","PROYECTOR ALUMINIO LED COB 20W AP LUZ FRIA","1"
"5543","BAJO CONSUMO  ESPIRAL COMPACT 20W/E27/827","1"
"5544","BC TRIPLE ECO 3000 E27/865/15W","1"
"5545","APOLO N. CON LOUVER VACIA GRIS","60"
"5546","LUZ LEDS NAVIDAD 6 MTS RGB","106"
"5547","BANDEJA T RECTO 200 MM ESP 09","16"
"5548","EMBUTIDO ""SUTA"" CUADRADO PORTA.E27","7"
"5549","939602B-TORTUGA  ALUMINIO OVAL C/REJA","53"
"5550","MODULO LED GUIA","15"
"5551","MODULO LUZ DE EMERGENCIA OMNIDIRECCIONAL","15"
"5552","MODULO LED CORTESIA Y P/ORIENTACION","15"
"5553","ORIENTADOR BLANCO APLICABLE S/MOD. LED","15"
"5554","SEÑALETICA P/MOD. LED CORTESIA PROHIBIDO FUMAR","15"
"5555","69/12DORADO ARAÑA LINES PULPO","11"
"5556","255/1FLEX SPOT MADERA C/FLEXIBLE","11"
"5557","203/MADERA DIFUSOR CHICO LINEA PARAISO MADERA","11"
"5558","LAMPARA CON FLEX","11"
"5559","UNIPOLAR NORMALIZADO","14"
"5560","UNIPOLAR NORMALIZADO","14"
"5561","UNIPOLAR NORMALIZADO","97"
"5562","UNIPOLAR NORMALIZADO","14"
"5563","UNIPOLAR NORMALIZADO","14"
"5564","UNIPOLAR NORMALIZADO","97"
"5565","UNIPOLAR NORMALIZADO","97"
"5566","UNIPOLAR NORMALIZADO","97"
"5567","UNIPOLAR NORMALIZADO","97"
"5568","UNIPOLAR NORMALIZADO","14"
"5569","UNIPOLAR NORMALIZADO","14"
"5570","UNIPOLAR NORMALIZADO","97"
"5571","UNIPOLAR NORMALIZADO","97"
"5572","UNIPOLAR NORMALIZADO","97"
"5573","UNIPOLAR NORMALIZADO","14"
"5574","UNIPOLAR NORMALIZADO","14"
"5575","UNIPOLAR NORMALIZADO","14"
"5576","UNIPOLAR NORMALIZADO","97"
"5577","UNIPOLAR NORMALIZADO","97"
"5578","UNIPOLAR NORMALIZADO","97"
"5579","UNIPOLAR NORMALIZADO","97"
"5580","UNIPOLAR NORMALIZADO","14"
"5581","UNIPOLAR NORMALIZADO","14"
"5582","UNIPOLAR NORMALIZADO","14"
"5583","UNIPOLAR NORMALIZADO","97"
"5584","UNIPOLAR NORMALIZADO","97"
"5585","UNIPOLAR NORMALIZADO","97"
"5586","UNIPOLAR NORMALIZADO","97"
"5587","UNIPOLAR NORMALIZADO","14"
"5588","UNIPOLAR NORMALIZADO","14"
"5589","UNIPOLAR NORMALIZADO","14"
"5590","UNIPOLAR NORMALIZADO","97"
"5591","UNIPOLAR NORMALIZADO","97"
"5592","UNIPOLAR NORMALIZADO","97"
"5593","UNIPOLAR NORMALIZADO","97"
"5594","UNIPOLAR NORMALIZADO","14"
"5595","UNIPOLAR NORMALIZADO","14"
"5596","UNIPOLAR NORMALIZADO","14"
"5597","UNIPOLAR NORMALIZADO","97"
"5598","UNIPOLAR NORMALIZADO","97"
"5599","UNIPOLAR NORMALIZADO","97"
"5600","UNIPOLAR NORMALIZADO","97"
"5601","CAJA DE PASE CHAPA 35 X 35 X 10","50"
"5602","PROYECTOR ALTO IMPACTO BAJO CONSUMO E27 1X32W","1"
"5603","OFERTA !! PROYECTOR + 4 LAMPARAS DE LED","1"
"5604","PROYECTOR DW ALTO IMPACTO BAJO CONSUMO E27 2X45W","1"
"5605","LaMPARA G9 BAJO CONSUMO 7W CaLIDA","1"
"5606","PROYECTOR ALTO IMPACTO BAJO CONSUMO E27 1X32 C/ SE","1"
"5607","44020- TORTUGA POLIC. RECT. C/ MARCO","1"
"5608","TORTUGA POLICARBONATO. OVAL C/ REJA","1"
"5609","TORTUGA DW POLIC. OVAL LISA","1"
"5610","44015/NE- TORTUGA POLIC. OVAL C/VISERA","1"
"5611","TORTUGA POLIC. RECTANG. LISA","1"
"5612","TORTUGA POLIC. RECTA. C/REJA","1"
"5613","VELA LED 2.5 W ALTA POTENCIA PUNTA VIENTO E 27","1"
"5614","TORTUGA POLIC. C/ SEP Y VISERA HORIZ","1"
"5615","DIFUSOR BIDIREC POLIC. SEMICIRCULAR","1"
"5616","RANA SOLAR RESINA LED","1"
"5617","FAROLA SOLAR LED MULTICOLOR COLIBRI","1"
"5618","CABEZAL CILINDRICO GU10 APTO BC Y LED NIQUEL MATE","1"
"5619","CAÑON ESCENARIO CDMR PAR 30 (E27) CROMO","1"
"5620","ARAÑA CON TULIPA SATINADA","1"
"5621","ARAÑA C/TULIPA SATINADA","1"
"5622","ARAÑA  CON TULIPA SATINADA","41"
"5623","SPOT 1 LUZ TULIPA BC E27","1"
"5624","DOBLE CONTACTO RX7S 118MM LEDS 10W 220V LUZ FRIA","1"
"5625","CINTA LEDS 3528 INT. X MTS RGB","1"
"5626","CLARA HALO ECO 42 W ESTANDAR CLARA","40"
"5627","TORTUGA POLIC CON SEPARADOR LISA","1"
"5628","TORTUGA POLIC. C/ SEPARADOR Y VISERA","1"
"5629","CINTA DE TEFLON ESPESOR 0.05 MM 1/2 "" 10 MTS","89"
"5630","LN 100 LED AZUL CON CONTROL","1"
"5631","LN 100 LED BALNCA CON CONTROL","1"
"5632","LN 100 LED MULTICOLOR CON CONTROL","1"
"5633","LN 200 LED BLANCO CON CONTROL","1"
"5634","LN 200 LED MULTICOLOR CON CONTROL","1"
"5635","LN LLUVIA 120 LED BLANCO","1"
"5636","LN LLUVIA 120 LED MULTICOLOR","1"
"5637","LN 28 LED ESTRELLAS","1"
"5638","LN 28 LED CORAZONES","1"
"5639","MANGUERA LED 6 MTS MULTICOLOR","1"
"5640","LN ARROZ 100 LUCES BLANCO","1"
"5641","LN ARROZ 100 LUCES MULTICOLOR","1"
"5642","REPUESTO LUZ NAVIDAD CLARA","1"
"5643","REPUESTO LUZ NAVIDAD INTERMITENTE","1"
"5644","SEPARADOR ACC. P/ CABLECANAL 100X50 MM","92"
"5645","APLIQUE BIDIRECCIONAL PRISMA CURVO GRANDE DOBLE LU","1"
"5646","APLIQUE BIDIRECCIONAL PRISMA CURVO C/ LUCERA E/ 27","1"
"5647","APLIQUE BIDIRECCIONAL MINI PRISMA G9 CON LUCERA NR","1"
"5648","GX53 LED 2.5W LUZ FRIA","1"
"5649","44030/NE TORTUGA POLIC. RECTANG. LISA","1"
"5650","TORTUGA DE POLICARBONATO 280X280","18"
"5651","APLIQUE 1 LUZ CON TULIPA SATINADA FLORENTINO","1"
"5652","LAMPARA G9 LED SMD SW LUZ CALIDA","1"
"5653","LN 200 LED AZUL CON CONTROL","1"
"5654","ENVAINADO CHATO 2 X","51"
"5655","BIPOLAR PARALELO","51"
"5656","SNAKE CABEZAL BIPIN GY6.35","18"
"5657","JULIA CABEZAL GY 6.35 / 50 W","18"
"5658","VIRGIN CABEZAL BIPIN GY6.35","18"
"5659","FOCO EMBUTIDO. VIDRIO SATIN. G9","18"
"5660","SIEMENS CAJA P/ TER 4 BOCAS EMBUTIR","95"
"5661","VELADOR MUÑECOS SURTIDOS C/PANTALLA COLOR","48"
"5662","VELADOR MUÑECA C/MUSICA Y LUZ C/PANTALLA","48"
"5663","VELADOR PVC C/PANTALLA","48"
"5664","PANTALLA VELADOR PLASTICA ECONOMICA","48"
"5665","FAROLA 3 GLOBOS 12X25","49"
"5666","INBI CAJA P/ TERMICA 4 - 8 BOCAS EXTERIOR","106"
"5667","INBI CAJA P/ TERMICA 8 - 12 BOCAS EXTERIOR","106"
"5668","INBI CAJA P/ TERMICA 2 - 4 BOCAS EXTERIOR","106"
"5669","INBI CAJA P/ TERMICA 2 - 4 BOCAS EMBUTIR","106"
"5670","DISYUNTOR  SUPERIMUNIZADO TETRA 30MA","67"
"5671","SOPORTE TV - VIDEO - DVD 14-21","28"
"5672","SOPORTE PARA MICROONDAS","28"
"5673","SOPORTE TV FIJO  DE 17 A 37""","28"
"5674","SOPORTE TV EXTENSI, Y GIRATORIO DE 10 A 32""","28"
"5675","SOPORTE LCD-LED-3D DOBLE BRAZO MOVIL 19 A 42""","28"
"5676","BARRAL PINTADO","77"
"5677","COLGANTE PANTALLA DE TELA Y MADERA 4 CARAS","84"
"5678","VELADOR BOLITA C/ PANTALLA 22 DIAM","84"
"5679","VELADOR BOLITA C/ PANTALLA 20 DIAM","84"
"5680","VELADOR BOLITA C/ PANTALLA 20 DIAM","84"
"5681","VELADOR ALTO C/ PANTALLA FLOR","84"
"5682","CABEZAL VINCHA BLANCO AR111","1"
"5683","APLIQUE TRIDIRECCIONAL CON ABERTURA FRONTAL SATINA","1"
"5684","KIT INSTALACION XXX 800 W","85"
"5685","CABLE DE RED (PATCHCORD) CAT. 5 2 MTS","85"
"5686","ADAPTADOR USB 1 MACHO/4 HEMBRAS","85"
"5687","CABLE PARA BB USBA/MICROUSB","85"
"5688","CABLE PARA NOKIA /MOTOROLA - USBA/MICROUSB","85"
"5689","DIVISOR TV BAJAS PERDIDAS 3 TV 5-2300","85"
"5690","ADAPTADOR DOBLE HEMBRA P/RJ45","85"
"5691","FICHA PLUG 3.5 MM 4 POLOS","85"
"5692","FICHA PLUG 6.5 MONO","85"
"5693","FICHA PLUG 6.5 MONO METAL","85"
"5694","FICHA PLUG 6.5 STEREO","85"
"5695","CONECTOR 6.5 STEREO METALICO","85"
"5696","CABLE DE CONEXION CLIP BAT 80V/TERMINAL HOJA","85"
"5697","DIVISOR 2 TV FRONTAL","85"
"5698","DIVISOR 3 TV FRONTAL","85"
"5699","DIVISOR 4 TV FRONTAL","85"
"5700","MACHO PIN FINO / MACHO PIN GRUESO","85"
"5701","HEMBRA PIN FINO / HEMBRA PIN GRUESO","85"
"5702","TIMBRE DIGITAL INALAMBRICO LARGO ALCANCE","85"
"5703","CABLE 2 RCA MACHO A 2 RCA MACHO","85"
"5704","CABLE ARMADO 2 RCA/2RCA 4 MTS","85"
"5705","CABLE 2 RCA / 2RCA HIGH QUALITY","85"
"5706","CABLE 2 RCA / 2RCA LUJO 4 MTS","85"
"5707","CABLE 3 RCA / 3 RCA 2 MTS","85"
"5708","CABLE 3 RCA / 3 RCA HQ","85"
"5709","CABLE ARMADO 2 RCA / 3 RCA","85"
"5710","CABLE 3.5 ST Y RCA / 3 RCA","85"
"5711","CABLE 2.5 4 POLOS 3 RCA 1.8 M","85"
"5712","DIVISOR 2 VIAS  5-1000 MHZ","85"
"5713","DIVISOR 3 VIAS  5-1000 MHZ","85"
"5714","DIVISOR 4 VIAS 5-1000 MHZ","85"
"5715","CONECTOR F P/ CABLE RG6 C/ ARANDELA","85"
"5716","CONECTOR F56 CON POLLERA","85"
"5717","CONECTOR F56 RG6 C/ POLLERA C/O´RING Y GEL ANTI HU","85"
"5718","CABLE HDMI - HDMI C/FILTRO 2 MTS","85"
"5719","CABLE HDMI - HDMI  4 MTS","85"
"5720","CONECTOR F59 RAPIDO C/ROSCA","85"
"5721","TERMINADOR F 75 OHMS (0380)","85"
"5722","ADAPTADOR HDMI MACHO A MACHO","85"
"5723","ADAPTADOR HDMI MACHO A MINI HDMI HEMBRA","85"
"5724","ADAPTADOR HDMI HEMBRA A MINI HDMI MACHO","85"
"5725","CABLE HDMI MACHO/HEMBRA 4 MTS","85"
"5726","CABLE MINI HDMI MACHO A MACHO CON FILTRO 1.4 4 MTS","85"
"5727","CABLE MINI HDMI MACHO / MACHO CON FILTRO 1.4 2 MTS","85"
"5728","UNION COAXIL PLASTICA (TANQUE)","85"
"5729","CONECTOR BNC COMPRESION RG6","85"
"5730","DERIVADOR 2 SALIDAS BAJAS PERDIDAS 5-2500 BLINDADO","85"
"5731","DERIVADOR 4 SALIDAS BAJAS PERDIDAS 5-2500 BLINDADO","85"
"5732","DERIVADOR 8 SALIDAS BAJAS PERDIDAS 5-2500 BLINDADO","85"
"5733","UNION TELEFONICA RJ11","52"
"5734","ALARGUE TELEFONICO","85"
"5735","ALARGUE TELEFONICO","52"
"5736","ALARGUE TELEFONICO","52"
"5737","CAMPANILLA TELEFONICA C/LUZ S/CABLE","85"
"5738","PLUG AMERICANO 4 CONT. RJ11","85"
"5739","TELEFONICO PORTERO PLANO","85"
"5740","FUENTE MULTIPLE CAMARA DIGITAL","85"
"5741","FUENTE 12 V 800 MA P/AUTO","85"
"5742","FUENTE PARA AUTO NA","85"
"5743","TURBINA 3"" 220V 80X80X25MM","85"
"5744","CABLE DE RED 4 MTS CAT. 5","85"
"5745","CABLE DE RED 16 MTS CAT. 5","85"
"5746","ADAPTADOR TELEFONICO H/H 6 P RJ11","85"
"5747","CILIN CERRADO D35 PARA E27","30"
"5748","REMACHADORA PROFESIONAL HASTA 5 MM","89"
"5749","LA GOTITA GEL X 3GR","29"
"5750","CABLE HDMI/HDMI C/FILTRO 4 MTS","85"
"5751","TIPO TALLER MH 2 X","51"
"5752","PROYECTOR 150 W","108"
"5753","PROYECTOR 500 W SICA","108"
"5754","COLGANTE 3 L CIRCULAR LINEA VENECIA  G9","19"
"5755","COLGANTE 3 L CIRCULAR LINEA VENECIA G9","19"
"5756","COLGANTE 1 L MIMBRE OSCURO  LINEA COSENZA","19"
"5757","COLGANTE MIMBRE BASE RECTANGULAR LINEA COSENZA","19"
"5758","COLGANTE 3 L BASE REDONDA LINEA COSENZA","19"
"5759","COLGANTE 3 L MIMBRE CLARO LINEA COSENZA","19"
"5760","TOMA PLATINUM BIPOLAR","57"
"5761","RJ 11 PLATINUM AMERICANO 4 VIAS TOMA TELEFONICO BL","57"
"5762","TV  TOMA PLATINUM C/ ACOPLE PASANTE PIN GRUESO   B","57"
"5763","TAPA PLATINUM 5X10 CM 3 MODULOS AMARILLO","57"
"5764","TAPA PLATINUM 5X10 CM 3 MODULOS ROJO","57"
"5765","TAPA PLATINUM 5X10 CM 3 MODULOS AZUL ELECTRICO","57"
"5766","TAPA PLATINUM 5X10 CM 3 MODULOS VERDE","57"
